customer_name,total_clean
Trevor Sanchez,1722.9
Caroline Reeves,1722.76
William Giles,1722.75
Jordan Vazquez,1722.68
Jerome King,1722.66
Catherine Pruitt,1722.6
Stephen Hines,1722.6
Virginia Payne,1722.58
Autumn Martinez,1722.55
Charles Strickland,1722.47
Bryan Short,1722.47
Samantha Gallagher,1722.4
Mrs. Cynthia Robertson,1722.38
Amber Sims,1722.33
Carol Coleman,1722.28
Benjamin Hobbs,1722.27
Joe Parker,1722.24
Renee Stevenson,1722.21
Angela Chaney,1722.16
Sydney Hall,1722.03
Richard Huang,1721.99
Phyllis Sharp,1721.98
Casey Bailey,1721.92
Dr. Denise Nicholson,1721.88
Alexandria Lane,1721.87
Patrick Banks,1721.84
Brian Malone,1721.84
Julie Malone,1721.82
Bonnie Long,1721.72
Sean Wilkerson,1721.64
Austin Barajas,1721.56
Susan Saunders,1721.55
Caitlin Wiley,1721.54
Mrs. Bonnie Lawson,1721.54
Gabriela Castro,1721.51
Susan Rhodes,1721.44
Dr. Michael Simpson,1721.32
Rebecca Vega DDS,1721.28
Tina James,1721.23
Meghan Beck,1721.1
Kristopher Pace,1721.06
Doris Morse,1721.04
Robert Melton,1720.98
Audrey Walton,1720.98
Corey Cook,1720.87
Russell Thompson,1720.87
Sandra Wang,1720.8
Heather Powers,1720.79
Christy Hampton,1720.78
Duane Fry,1720.77
Dr. Tyler Wolf,1720.71
Patrick Hurley,1720.66
Stephanie Cherry,1720.66
Rhonda Fitzpatrick,1720.47
Zachary Nichols,1720.26
Karl Sampson,1720.24
Frank Trujillo,1720.2
Jeffery Spencer,1720.2
Steven Pham,1720.1699999999998
Lydia Rivera,1720.15
Roger Jackson,1720.11
Lori Petersen,1720.1
Dominique Mills,1720.08
Robin Atkinson MD,1720.07
Rhonda Burns,1720.06
Amy Gaines,1720.05
Alfred Mccarty,1720.01
Norman Evans,1720.0
Mariah Gallagher,1719.96
Janice Luna,1719.95
Joyce Sullivan,1719.95
Brenda Rivera,1719.8700000000001
Sandy Winters,1719.8
Mr. Nathaniel Savage,1719.77
Crystal Day,1719.75
Jason Gordon,1719.69
Rachel Shepard,1719.68
Mikayla Vasquez,1719.61
Mariah Prince,1719.6
Arthur Landry,1719.46
Teresa Tate,1719.4099999999999
Steven Lane,1719.4
Angelica Houston,1719.34
Angelica Kirk,1719.33
Andre Kemp,1719.32
Cindy Novak,1719.3
Adriana Duran,1719.28
Jorge Burke,1719.2
Christina Ramsey,1719.19
Elizabeth Morton,1719.17
Andrew Gates,1719.09
Bobby Miller,1719.04
Kimberly Lucero,1719.03
Eric Sanders MD,1718.9
Sean Freeman,1718.78
Calvin Martinez,1718.68
Nicholas Gallagher,1718.52
Tamara Watson,1718.49
John Pace,1718.48
Mr. Fernando Kim,1718.46
Bradley Raymond,1718.44
Ernest Wright,1718.44
Brad Patterson,1718.33
Zachary Barker,1718.32
Russell Lynch,1718.3
Pedro Reed,1718.26
Janice Young,1718.17
Dr. James Moore,1718.12
Jay Simmons,1718.08
Damon Hernandez,1718.05
Michelle Christensen,1718.03
Patricia Gutierrez,1717.99
Rachel Soto,1717.98
Tim Gaines,1717.86
Wendy Shaffer,1717.83
Charles Gilbert,1717.81
Andrea Wiley,1717.75
Leslie Cantrell,1717.72
Brandi Cross,1717.72
Ronald Mayer,1717.68
Jodi Kim,1717.65
Beth Howell,1717.65
Victoria Morton,1717.6
Micheal Ross,1717.53
George Osborne,1717.5
Rachel Reynolds,1717.5
Rodney Perez,1717.5
Bradley Lozano,1717.5
Maria Vaughan DDS,1717.35
Monica Knapp,1717.32
Fernando Hahn,1717.19
Holly Hendricks,1717.17
Sydney Chandler,1717.02
Allen Andrade,1716.96
Tracy Li,1716.9
Megan Moon,1716.85
Courtney Colon,1716.72
Natalie Nichols,1716.72
Raymond Wallace,1716.63
Kristen Pineda,1716.59
Adam Hart,1716.52
Emily Larson,1716.48
Marissa Cooper,1716.45
Connor Jones,1716.44
Natasha Ferguson,1716.41
Andrew Kirk,1716.4
Austin Yang,1716.39
Stacey Rich,1716.28
Cynthia Davies,1716.27
Marie Ortiz,1716.13
Krista Gomez,1716.12
Jamie Boyer,1716.0
Kara Odonnell,1715.95
Ricky Rodriguez,1715.94
Larry Mooney,1715.91
Teresa Howe,1715.82
Penny Smith,1715.76
Sarah Barker,1715.68
Carl Dillon,1715.66
Miss Kendra Mitchell MD,1715.64
Brett Blackwell,1715.6
Leslie Fowler,1715.56
Kimberly Yoder,1715.4
Autumn Lester,1715.31
Whitney Chaney,1715.27
Adam Huynh,1715.25
Angel Ramsey,1715.22
Martha Kelly,1715.22
Rachael Yang,1715.22
Christina Reeves,1715.16
Mary Ibarra,1715.14
Bradley Terry,1715.1
Haley Li,1715.02
Ian Dickerson,1714.95
Jason Harrell,1714.95
Diane Lawson,1714.92
Caitlin Harrington,1714.9
Dakota Nelson,1714.76
Robin Arnold,1714.66
Ross Walls,1714.64
Monica Arias,1714.54
Lorraine Velazquez,1714.53
Russell Bryant,1714.46
Dave Church,1714.44
Rachel Kane,1714.38
Martha Hernandez,1714.32
Shelly Keller,1714.28
Tyler Gallegos,1714.16
Sarah Ray,1714.14
Sharon Cameron,1714.12
Catherine Collins MD,1714.02
Morgan Jenkins,1713.99
Laura Warren,1713.84
George Jenkins,1713.81
Erica Vaughan,1713.76
Mr. Kevin Scott MD,1713.66
Adam Moreno,1713.65
Jennifer Brennan,1713.6
Ashley Pittman,1713.52
Jose Woods,1713.47
Dakota Brooks,1713.41
Melvin Lucas,1713.4
Caitlin Ellis,1713.35
Wayne Mills,1713.34
Kathy Butler,1713.31
Jay Kirby,1713.29
Patty Hoover,1713.24
Kendra Evans,1713.22
Samuel Torres,1712.93
Diana Spears,1712.9
Joel Pena,1712.89
Betty Nelson,1712.88
Mathew Black,1712.85
Jessica Mccormick,1712.82
Laurie Schmidt,1712.82
Brady Shah,1712.79
Benjamin Pierce,1712.76
Zachary Fuentes,1712.7
Kelly Sanders,1712.68
Zoe Chen,1712.62
Angel Pena,1712.54
Destiny Young,1712.53
Nicole Lowery,1712.45
Helen Fleming,1712.43
Anthony Pratt,1712.28
Alicia Reyes,1712.22
Stephanie Manning,1712.2
Wayne Bernard,1712.2
Rebecca Knapp,1712.2
Larry Pennington,1712.16
Sean Galloway,1712.12
Cassie Jackson,1712.1
Kathryn Carson,1711.85
Leslie Lloyd,1711.83
Jeremy Callahan,1711.8
Erica Best,1711.76
Alexandra Cabrera,1711.76
Jeremiah Sanchez,1711.76
Jeffrey Avila,1711.74
Samuel Phillips,1711.71
Greg Trevino,1711.7
Brenda Mills,1711.68
Elaine Cooper,1711.67
Victoria Garrett,1711.6
Rhonda Owens,1711.59
Jason Guerra,1711.54
Sarah Jimenez,1711.53
Lindsay Holloway,1711.52
Laura Lambert,1711.51
Christina Bartlett,1711.5
Rodney Baker,1711.42
Kyle Villanueva,1711.31
Stephen Palmer,1711.3
Pam Martin,1711.25
Mary Leonard,1711.22
Arthur Parker,1711.22
Jaime Terry,1711.14
Mrs. Lisa Henderson,1711.13
Carlos Shannon,1711.1
Jackie Marquez,1711.08
Jenna Lee,1711.05
Sabrina Hicks,1711.04
Christian Boyer,1711.02
Jessica Gamble,1710.96
Becky Golden,1710.94
Karen Perry,1710.93
Ruben Butler,1710.85
Nicholas Gill,1710.84
Kimberly Hudson,1710.83
Sheri Shelton,1710.8
Chloe Osborne,1710.8
Emma Green,1710.8
Tammy Harper,1710.7
Wayne Ward,1710.67
Julia Fuller,1710.53
Laura Mcdonald,1710.44
Regina Dixon,1710.4
Allison Duarte,1710.38
Melinda Stevens,1710.36
Kara Sanchez,1710.28
Sarah Calderon,1710.24
Micheal Richardson,1710.2
Timothy Carroll,1710.16
Devin Morales,1710.12
Patrick Haynes,1710.11
Debbie Fernandez,1710.1
Cynthia Valentine,1710.04
Ashley Houston,1710.03
Gary Wilcox,1710.02
Tristan Berg,1710.02
Brooke Floyd,1709.99
Suzanne Brooks,1709.96
George Spears,1709.94
Becky Hood,1709.94
Mrs. Lisa Pham,1709.93
Jackson Figueroa,1709.9
Catherine Mcguire,1709.84
Timothy Hughes,1709.83
Nicholas Moss,1709.8
Kristin Ward,1709.72
Chris Morgan,1709.7
Joseph Aguirre,1709.69
Alan White,1709.66
Janet Torres,1709.56
Marisa Mooney,1709.55
Suzanne West,1709.52
Briana Leach,1709.49
Rhonda Winters,1709.48
Kelsey Wong,1709.46
Jeffery Young,1709.4
Jason Douglas,1709.37
Nancy Townsend,1709.28
Frederick Mccormick,1709.26
William Shields,1709.2
Shannon Cummings,1709.18
Adam Mccann,1709.16
Tanya Cook,1709.16
Keith Dawson,1709.15
Joann Brown,1709.12
Mitchell Rice,1709.07
Micheal Olsen,1709.05
Deborah Hatfield,1709.02
Amber Lyons,1709.0
Mrs. Jessica Lynch,1709.0
Melvin Jones,1708.97
Mackenzie Shepard,1708.97
Vicki York,1708.95
Katelyn Lopez,1708.88
Mrs. Carmen Morris,1708.88
Debra Huff,1708.86
Jose Baird,1708.84
Kelsey Sullivan,1708.82
Marc Cox,1708.8
Jared Lane,1708.77
Natasha Patterson,1708.77
Kelly Schneider,1708.76
Mrs. Jessica Baxter,1708.71
Amber Moyer,1708.68
Shawna Lucero,1708.65
Haley Simmons,1708.62
Ian Meyers,1708.61
Faith Diaz,1708.6
Randall Woods,1708.6
Francis Ortega,1708.54
Stephanie Miranda,1708.54
Joseph Conrad,1708.5
Natalie Weber,1708.46
Steven Hubbard,1708.44
Mary Sharp,1708.42
Samuel Bonilla,1708.35
Gwendolyn Rosales,1708.34
Angela Glenn,1708.29
Donna Nicholson,1708.27
George Delacruz,1708.25
Theresa Calderon,1708.2
Latoya Turner,1708.19
Kelly Vance,1708.18
Janet Burgess,1708.18
Elizabeth Cook,1708.14
Kristy Wallace,1708.08
Lynn Townsend,1708.08
Ms. Sharon Cole DVM,1707.98
Zachary Howard,1707.93
Brooke Luna,1707.88
Taylor White,1707.66
Sally Nelson,1707.63
Melissa Pratt,1707.51
Jackie Webb,1707.5
Sean Hudson,1707.48
Misty Johnston,1707.44
Gabriella Shelton,1707.43
Brent Simmons,1707.32
Todd Castillo,1707.3
Lindsey Gomez,1707.3
Todd Johns,1707.16
Dale Saunders,1707.12
Yolanda Meza,1707.0
Patricia Bryant,1706.96
Gregory Hood,1706.96
Sheri Espinoza,1706.95
Megan Tran,1706.94
Andrew Butler,1706.94
Gabrielle Thomas,1706.94
Courtney Duarte,1706.74
Madeline Rose,1706.71
Jeff Page,1706.7
David Ballard,1706.66
Curtis Soto,1706.64
Bruce Davis,1706.6
Katie Richardson,1706.6
Rebecca Mckinney,1706.55
Ricky Richards,1706.5
Adrienne Salazar,1706.44
Tina Rhodes,1706.36
Linda Alexander,1706.35
Catherine Frey,1706.01
William Boyer,1706.0
Julia Sullivan,1705.99
Anna Arnold,1705.96
Jacqueline Nunez,1705.84
Erik Walker PhD,1705.84
Darrell Olsen,1705.81
Michele Oneal,1705.55
Blake Bush,1705.55
Candice Stone,1705.48
Samuel Mckee,1705.4
Cindy Bryant,1705.25
Dave Pugh,1705.16
Danielle Byrd,1705.08
Nicholas Davila,1705.06
Abigail Randolph,1705.05
Alex Parks,1704.96
Bobby Robertson,1704.95
Mr. Christopher Hernandez,1704.93
Andrea Bray,1704.87
Deanna Rowe,1704.81
Jasmine Simmons,1704.81
Terry Alvarado,1704.79
Marissa Blake,1704.76
Tiffany Bradshaw,1704.72
Travis Cortez,1704.68
Laurie Vasquez,1704.65
Todd Powers,1704.6
Ruben Martinez,1704.58
Mrs. Kimberly Parker,1704.58
Heidi Benson,1704.54
Philip Rodriguez,1704.53
Stephanie Marshall,1704.45
Jeremy Fleming,1704.4
Allison Campbell,1704.4
Danielle Mcneil,1704.4
Carrie Oneill,1704.39
Luis Walker,1704.39
Jo Martinez,1704.33
Natasha Santiago,1704.3
Madison Warner,1704.29
Peter Nixon,1704.28
Donald Gray PhD,1704.15
Brett Sullivan,1704.14
Jennifer James MD,1704.06
Kerri Phillips,1704.03
Jesse Preston,1704.0
Olivia Padilla,1703.92
Danielle Greer,1703.9
Terry Lawrence,1703.82
Joanne Gamble,1703.78
Emily Welch,1703.77
Denise Lucero,1703.75
Dr. Brandy Huber,1703.68
Meagan Torres,1703.62
Tracey White,1703.56
Brian Atkinson,1703.54
Kimberly Fritz,1703.53
William Morgan Jr.,1703.53
Joseph Yang,1703.5
Brenda Beck,1703.5
Bonnie Wilcox,1703.42
Joshua Arnold,1703.3899999999999
Cody Leach,1703.37
Jacqueline Contreras,1703.36
Eric Richardson,1703.33
Lisa Lambert,1703.31
Donald Bryan,1703.28
Andrea Sutton,1703.27
Lee Weaver,1703.01
Robin Moreno,1703.0
Jillian Wood,1703.0
Kara Robbins,1703.0
Victoria Cameron,1702.93
Alec Turner,1702.85
Richard Cameron,1702.82
Monica Adkins,1702.82
Caroline Bishop,1702.65
Ricardo Kerr,1702.64
Mr. Kevin Wilson,1702.6
Douglas Herrera,1702.6
Tanya Davidson,1702.56
Alex Zimmerman,1702.51
Justin Carson,1702.5
Anne Dawson,1702.48
Terry Sweeney,1702.46
Anne Cruz,1702.45
Elizabeth Best DDS,1702.28
Kimberly Harding,1702.23
Craig Lara,1702.1
Johnny Mcgrath,1702.04
Susan Acosta,1702.03
Kelsey Mcdonald,1701.97
James Mcintyre,1701.96
Joy Cordova,1701.94
Douglas Crawford,1701.93
Blake Lee,1701.85
Richard Friedman,1701.84
John Valentine,1701.83
Nancy Obrien,1701.8
Willie Horn,1701.78
Felicia Phillips,1701.78
Christopher Norris,1701.7
Drew Kennedy,1701.68
Sabrina Oliver,1701.68
Cassidy Phillips,1701.66
Shannon Payne,1701.6100000000001
Joanna Mitchell,1701.59
Denise Kelly,1701.58
Kelsey Ibarra,1701.52
Dr. John Boyd Jr.,1701.51
Madison Arias,1701.5
Jody Phillips DDS,1701.46
Alyssa Singh,1701.4
April Lawrence,1701.36
Cheryl Long,1701.36
Jessica Miranda,1701.35
Brenda Farrell,1701.28
Cody Dawson,1701.26
Richard Frank,1701.13
Vincent Vang,1701.04
Sierra Mitchell,1700.97
Lorraine Acosta,1700.93
Ronald Lopez,1700.93
Karen Kirby,1700.9
Kimberly Doyle,1700.89
Lawrence Stanley,1700.85
Lauren Yoder,1700.82
Gabriela Avila,1700.71
Kenneth Strickland Jr.,1700.67
Anita Herring,1700.62
Cheyenne Allen,1700.58
Kiara Pearson,1700.56
Carmen Day,1700.52
Frank Vargas,1700.49
Riley Wall,1700.48
Mr. Steven Castro,1700.44
Zachary Haynes,1700.43
Troy Pennington,1700.4
Benjamin Potts,1700.36
Mason Park DDS,1700.34
Whitney Rhodes,1700.3
Benjamin Guerra,1700.3
Emily Franklin DVM,1700.23
Walter Mills,1700.1
Allen Dunn,1700.08
Stephanie Powell,1699.95
Mrs. Marie Ford DDS,1699.94
Bonnie Webster,1699.92
Kari Morales,1699.9
Kevin Kirby,1699.86
Angela Mckinney,1699.78
Dwayne Davis,1699.76
Mrs. Kayla Sexton,1699.75
Frank Nunez MD,1699.74
Dr. Nicole Schultz,1699.68
Scott Bridges,1699.68
Carolyn Reyes,1699.63
Aaron Jefferson,1699.62
Johnny Hopkins,1699.61
Desiree Dominguez,1699.6
Lawrence Lara,1699.53
Steven Blake,1699.51
Gina Gross,1699.41
Brian Li,1699.37
Laura Reyes,1699.34
Deborah Hurley,1699.34
Mrs. Kayla Mathis,1699.32
Antonio Delgado,1699.3
Kendra Campbell,1699.29
Andrew Medina,1699.25
Paul Page,1699.23
Jordan Hopkins,1699.14
Latoya Weaver,1699.09
Alyssa Richard,1699.08
Peter Carter,1699.02
Shelley Tate,1699.0
Eduardo Alexander,1698.98
Mitchell Gibson,1698.92
Colton Cline,1698.83
Alyssa Simon,1698.75
Sean Lester,1698.69
Dean Stevenson,1698.65
Robin Lindsey,1698.65
Donald Foley,1698.64
Erik Mcguire,1698.64
Danielle Cox,1698.63
April Cruz,1698.6
Andrew Jefferson,1698.56
Sherry Fuentes,1698.52
Danny Gomez,1698.47
Sydney Nash,1698.4
Raymond Jenkins,1698.39
Joel Gray,1698.37
Mrs. Carrie Cochran,1698.25
Ryan Rangel,1698.22
Jamie Leonard,1698.18
Tracy Hart,1698.1
Kristy Evans,1698.06
Amy Combs,1698.04
Robert Lam,1698.02
Jeremy Pennington,1697.96
Elizabeth Humphrey,1697.94
Nicole Moyer,1697.89
Connie Wolf,1697.86
Kelly Gonzalez MD,1697.85
Manuel Gates,1697.72
Lisa English,1697.6
Frederick Weber,1697.55
Brandon Boyd,1697.52
Dylan Phelps,1697.49
Seth Reynolds,1697.47
Jonathan Austin,1697.42
Alicia Tapia,1697.4
Maria Washington,1697.34
Mark Ballard,1697.31
Tammy Bonilla,1697.25
Taylor Stevens,1697.24
Charles Silva,1697.22
Ronald Dillon MD,1697.2
Deborah Nolan,1697.16
Christina Moran,1697.14
Scott Hardy,1697.03
Jeffery Walker,1697.01
Michael Miles PhD,1697.0
Terry Hayes,1697.0
Jamie Glenn,1696.96
Carlos Browning,1696.96
Rick Curry,1696.89
Amanda Bruce,1696.8
Tammy Davenport,1696.8
Vanessa Chase,1696.77
Brian Kelly,1696.76
Nicholas Chen,1696.75
Erika Bautista,1696.74
Shane Long,1696.68
Cassandra Lopez,1696.64
Erin Mcclure,1696.64
Hunter Castaneda,1696.62
Jorge Woodward,1696.58
Felicia Wong MD,1696.54
Jeffrey Weaver,1696.44
Alyssa Arnold,1696.44
Lauren Gross,1696.41
Dennis Chaney,1696.36
Marc Chen,1696.35
Karen Duncan,1696.32
Brian Mcdonald MD,1696.28
Brenda Patrick,1696.17
Vanessa Olson,1696.1699999999998
Samuel Oconnor,1696.11
Hannah Hall,1696.06
Dana Oliver,1695.96
Elijah Boyle,1695.92
Anna Thomas,1695.87
Lee Moreno,1695.86
Tanya Myers,1695.75
Jocelyn Mcguire,1695.69
Brittany Buckley,1695.66
Sharon Martin,1695.66
Bonnie Noble,1695.6
Raymond Copeland,1695.56
Cameron Roman,1695.44
Kayla Krueger,1695.36
Jacob Aguilar,1695.35
David Lawrence,1695.17
Allison Mclaughlin,1695.12
Katie Wagner MD,1695.08
Richard Duke,1695.06
Darren Hawkins,1695.06
Tamara Collier,1694.95
Richard Estes,1694.88
Jesus White,1694.85
Philip Rogers Jr.,1694.82
Roy Curry,1694.75
Daniel Bartlett,1694.7
Tanner Marshall,1694.66
Elizabeth Cowan,1694.65
Cindy Ball,1694.64
Gabrielle Cohen,1694.64
Donald Palmer,1694.6
Cynthia Sherman,1694.56
Misty Cummings,1694.56
Shari Wall,1694.49
Cole Quinn,1694.43
Nicole Archer,1694.42
Matthew Benson,1694.4
Erin Sanders,1694.27
Connie Burns,1694.25
Amy Hess DDS,1694.24
Dr. Terry Jarvis,1694.22
Alexandra Jennings,1694.22
Rachel Greene,1694.18
Geoffrey Norton,1694.16
Beverly Mcdonald,1694.0
Jacob Porter,1694.0
Danielle Padilla,1693.96
Corey Simmons,1693.8999999999999
Carlos May,1693.78
Manuel Gray,1693.72
Jenna Colon,1693.7
James Ayers,1693.66
Christina Frederick,1693.6
Caroline Moss,1693.52
Noah Riddle,1693.5
Kayla Howe,1693.5
Jacob Griffith,1693.48
Jasmine Stewart,1693.44
Laura Finley,1693.4
Joanna Harmon,1693.32
Ronald Castro DVM,1693.25
Dr. Gregory Bautista,1693.23
Tyler Burns,1693.2199999999998
Cristian Cooper,1693.2
Matthew Middleton MD,1693.2
Amber Blair,1693.17
Brandon Robbins,1693.15
Cindy Holt,1693.14
Ryan Sutton,1693.13
Carolyn Patel,1693.1299999999999
Stephanie Giles,1693.12
Cynthia Shaw,1693.09
Phillip Mcfarland,1693.08
Nathan Hale,1693.05
Megan Khan,1693.0
Kristina Montoya,1693.0
Breanna Perez,1692.95
Katelyn Bryan MD,1692.94
Valerie Kirk,1692.87
Shawn Thomas,1692.84
Marcus Perkins,1692.8
Courtney Moreno,1692.79
Sharon Ramos,1692.76
Kimberly Campos,1692.73
Lonnie Weaver,1692.68
Elizabeth Norris,1692.66
Steven Browning,1692.65
Carol Moran,1692.62
Shannon Becker,1692.6
Kirsten Allen,1692.56
Lindsay Gill,1692.55
Kathleen Serrano,1692.54
Susan Mcdaniel,1692.5300000000002
Theodore Wilson,1692.34
Gerald Berg,1692.32
Teresa Byrd,1692.24
Sandra Trujillo,1692.15
Kurt Becker,1692.15
Joseph Griffin Jr.,1692.12
Amy Mccoy,1692.08
Nicole Sherman,1692.06
Robert Mccarty,1692.06
Todd Mccullough,1692.0
Gloria Black,1692.0
Jason Herrera,1691.96
Carol Wilkinson,1691.85
Neil Sherman,1691.85
Jeff Simmons,1691.84
Connie Cox,1691.8
Charles Ross,1691.75
Gregory Brandt,1691.72
Kenneth Benson,1691.68
Lisa Mccarty,1691.6
Ruth Morrison,1691.56
Dawn Burke,1691.49
Michelle Benitez,1691.4
Brian Stark,1691.34
Evan Conner,1691.31
Dana Sutton,1691.3
Andrea Stokes,1691.28
Bailey Jacobson,1691.25
Amber Dunn,1691.24
Rodney Watkins,1691.2
Patricia Reed,1691.19
Gary Villegas,1691.17
Diana Kelley DDS,1691.16
Daniel Harding,1691.14
Dean Kelly,1691.12
Steven Cummings,1691.12
Jillian Mcmillan,1691.08
Melissa Benson,1691.0
Wayne Buck,1691.0
Robert Henson,1690.98
Allison Ritter,1690.93
Diana Thornton,1690.88
Lisa Thomas DDS,1690.84
Kaitlyn Camacho,1690.83
Ruth Alvarez,1690.83
Wanda Ryan,1690.81
Deborah Schroeder,1690.8
Katherine Holden,1690.78
Jaime Freeman,1690.77
Barbara Bell,1690.77
Danny Wu,1690.72
Ronnie Sanchez,1690.68
Yolanda Lynch,1690.66
Bradley Carter,1690.6
Pamela Walters,1690.52
Amy Castillo,1690.52
Anthony Flowers,1690.51
Kelsey Phillips,1690.47
Mr. Joseph Pierce MD,1690.44
Sandra Reyes MD,1690.41
Cassandra Rich,1690.4
Kathleen Downs,1690.2
Alexis Pace,1690.16
Anna Moses,1690.14
Savannah Simpson,1690.09
Jerry Wells,1690.08
Patrick Austin,1690.04
Scott Good,1690.04
Mrs. Rhonda Davidson,1690.02
Tracy Cobb,1689.97
Donna Gallegos MD,1689.69
Christopher Hubbard PhD,1689.6
Nathan Sloan,1689.57
Mitchell Avila,1689.41
Anita Mclaughlin,1689.34
Melanie Cruz,1689.33
Latasha Wallace,1689.32
Samantha Greer,1689.27
Robert Castillo,1689.27
Dr. Sharon Ramirez,1689.25
Deanna Shannon,1689.23
Julie Stewart,1689.22
Sabrina Martinez,1689.16
Whitney Carey,1689.15
Shelby Atkinson,1689.1
Mallory Schmidt,1689.09
Lauren Carr,1689.08
Kenneth Oconnor,1689.07
Nicole Simpson,1688.94
Alexander Decker,1688.94
Shannon Medina,1688.82
Joseph Arnold,1688.8000000000002
Leonard Ochoa,1688.8
Javier Gamble,1688.75
Catherine Maxwell,1688.73
Joe Knapp,1688.63
Catherine Vaughan,1688.62
Jackson Berry,1688.6
Christina Horton,1688.55
Brandon Mcbride,1688.5
Kevin Shields,1688.19
Erika Acosta,1688.16
Tiffany Cole,1688.16
Kristin Harper,1688.1
Maria Lee,1688.0900000000001
Lisa Kaiser,1688.04
Joe Meadows,1688.04
Shaun Bailey,1688.0
Charles Lowe,1687.96
Brett Carroll,1687.94
Cindy Berry,1687.92
Ronald Hurley,1687.89
Dylan Anthony,1687.84
Ronald Ford,1687.83
Mikayla Scott,1687.81
Melissa Bolton,1687.76
Curtis Brooks,1687.76
Ryan Jimenez,1687.74
Jordan Mcmillan,1687.68
Charles Dean,1687.6699999999998
Ashley Stone,1687.65
Erica Boyer,1687.59
Mr. Aaron Wise,1687.52
Nicholas Mendoza,1687.52
Dr. Christine Kemp,1687.48
Tracey Thomas,1687.38
Katelyn Gutierrez,1687.36
Michelle Gordon,1687.36
Nathan King,1687.35
Brittany Davila,1687.32
Abigail Sherman,1687.28
Samuel Webb,1687.22
Tina Allison,1687.2
Jason Hines,1687.08
Kathryn Cisneros,1687.08
Katherine Frank,1686.99
William Cross,1686.98
Jerry Greer,1686.92
Christina Burke,1686.88
Peggy Stevenson,1686.88
Christopher Werner,1686.8
Jamie Ortega,1686.79
Mallory Delgado,1686.78
Troy Black,1686.74
Taylor Craig,1686.72
Jamie Higgins,1686.68
Monica Mckenzie,1686.57
James Rodgers,1686.56
James Key,1686.56
Dr. Angela Mcguire MD,1686.42
Jason Garrison,1686.33
Mrs. Carol Glover,1686.32
Janice Miller,1686.28
Michele Krause,1686.27
Christopher Sandoval,1686.26
Lori Chase,1686.25
Heather Cunningham DVM,1686.25
Miss Gloria Morales DDS,1686.24
Adriana Morgan,1686.24
Katherine Hood,1686.16
Jordan Rogers,1685.98
Katherine Howard,1685.94
Cameron Scott,1685.9
Jamie Butler,1685.9
Donald Hensley,1685.69
Jason Fuller,1685.6799999999998
Jamie Johnson DVM,1685.64
Tamara Jimenez,1685.46
Jasmine Morales,1685.46
Jared Kelly,1685.4
Glenn Bailey,1685.33
Tyler Randolph,1685.2400000000002
Walter Jackson,1685.24
Caitlin Ramsey,1685.16
Denise Gomez,1685.15
Timothy Odonnell,1685.12
Wayne Harris,1685.12
Alan Shaw,1685.12
Janet Stephens,1685.1
Amber Vasquez,1685.04
Patricia Russell,1685.0
Wanda Phelps,1684.98
Jesus Schneider,1684.95
Valerie Marshall,1684.95
Hannah Glenn,1684.94
Ruth White,1684.88
Mr. Michael Rodriguez,1684.86
Kerri Montes,1684.83
Brandon Wilkinson,1684.82
Anne Bentley,1684.79
Colleen Young,1684.73
Frank Nunez,1684.71
Herbert Moore,1684.71
Sabrina Harrell,1684.7
Sandra Rivers,1684.6
Briana Leon,1684.55
Nancy Silva,1684.54
Andrew Hunter,1684.5
Carolyn Trevino,1684.49
Jenna Brown,1684.46
Amy Rojas,1684.44
Lori Carroll,1684.4
Stacy Nelson MD,1684.38
Heather Larson,1684.32
Jeanette Fowler,1684.31
Holly Russell,1684.19
Rhonda Massey,1684.14
Alan Taylor,1684.12
Calvin Padilla,1684.12
Jodi Villa,1684.06
Charles Wood,1683.8999999999999
Harold Wood,1683.83
Kristina Peterson,1683.8
Andrea Huff,1683.79
Lisa Massey,1683.73
Karen Carson,1683.72
Teresa Savage DVM,1683.7
Sheila Foster,1683.6
Cameron Green,1683.58
Jacob Hammond,1683.55
Kara Hodges,1683.49
Peter Norman,1683.42
Tracy Tyler,1683.38
Mr. William Cortez,1683.33
Jay Phillips,1683.24
Dustin Hickman,1683.15
Kyle Franklin,1683.06
Teresa Kelley PhD,1683.06
Joel Chan,1683.02
Rita Peterson,1682.98
Cynthia Erickson,1682.92
Gabriel Pearson,1682.87
Dr. Virginia Jefferson MD,1682.8
Michael Brown DVM,1682.7
Cynthia Reynolds,1682.68
Douglas Mccullough,1682.61
Rebecca Durham,1682.48
Andre Johnston,1682.48
Stephanie Yates,1682.4
Russell Cameron,1682.35
Stuart Roberson,1682.34
Karen Curtis,1682.25
Cody Werner,1682.25
Brenda Greene,1682.24
Alice Douglas,1682.2
Guy Blanchard,1682.19
Alexis Green,1682.16
Elizabeth Tate,1682.02
Nicholas Hanson Jr.,1682.0
Michaela Roy,1681.95
Keith Reilly,1681.87
Kyle Phillips,1681.8600000000001
Alexa Mooney,1681.83
Judith Morales,1681.82
Kaitlin Taylor,1681.81
Tamara Figueroa,1681.75
Paul May,1681.74
Marissa Ward,1681.71
Lisa Hunter DDS,1681.71
Mr. Donald Carr DDS,1681.64
Alyssa Acevedo,1681.6
Samuel Santos,1681.58
Dr. Stephanie Olsen MD,1681.5
Leroy Warren,1681.48
Charles Adkins,1681.38
Lisa Ibarra,1681.38
Jerry Powers,1681.36
Jack Bowen,1681.36
Bruce Hess,1681.3
